,date,tweet,user_id,username,Sentiments
0,2020-03-30 23:59:59,TheRosie Chucked a whole chicken in mine this morning shredded it and had amazin chicken and coleslaw burgers couldnae live without mine  httpstcoCqiNF8Trd2,213699902,kirstikoo,-1
1,2020-03-30 23:59:59,TOMORROW I’m gonna go “LIVE” on Facebook amp Instagram for the first time ever So excited to play some songs amp chat with you guys💕 make sure to put it on your calendar amp follow me at jessamusic on Facebook amp Instagram to watch the show   httpstco6rFCgAv9wG,212963561,Jessa,1
2,2020-03-30 23:59:59,gente o matheus na live scrr KKKKKKKKKKKKKKKKKK,1078786132081606656,__adrianw__,1
3,2020-03-30 23:59:59,ResultsMayGARY Nah live that shit,118949501,MintChip04,-1
4,2020-03-30 23:59:59,BBN you ready It’s time for another episode of BBN Live presented by httpecoachsportscom ECoach Tune in as UKCoachLawson and UKCoachSkinner sitdown with DarrenHeadrick and chat about sports and daily life WeAreUK  httpstcoiGXUvyivzA,24929053,UKAthletics,1
5,2020-03-30 23:59:59,You can watch videos on V LIVE  httpstcoj41M6hEQAc,3170162151,cutyqpink,1
6,2020-03-30 23:59:59,primeira música da live do MEK te assumi pro brasil ai fode com nois,1084246750230138881,GuiGross10,1
7,2020-03-30 23:59:58,O que eu quero é que o Bruninho me diga no fim de cada live que vai correr tudo bem ♥️,711689954569621505,josezerosilva,1
8,2020-03-30 23:59:58,anabelzalazar69 Haz el live para todos 😭😭😭😭 como sos baby,1056300675980820481,WasonLoki,1
9,2020-03-30 23:59:58,MinteeKneez At that number people will not have a place to live and go hungry,15712800,OleRog,1
10,2020-03-30 23:59:58,JoakingBondoniG Wasabi  TELEHIT LIVE BONDONI,750731588422365184,vodkandgrss,1
11,2020-03-30 23:59:58,feeling small,2999064752,cxweak,-1
12,2020-03-30 23:59:57,Check out my broadcast from my PlayStation 4 PS4live Fortnite  live at  httpstcohGyGzGsXXL,809957855973572609,AaronsLimiteds,1
13,2020-03-30 23:59:57,Come and see 🏆Spicy Emmas LIVE in BIGOLIVE Pk now🥰    httpstcoKYhM94Y7JZ  httpstco13klCSa7Kz,1057012344834932737,ManuelC12358498,1
14,2020-03-30 23:59:57,hey guys in light of the recent pandemic i’ll be livestreaming my farts 9pm EST 11pm PST inthistogether,1552098770,fubarbraedy,1
15,2020-03-30 23:59:57,¡Mira la transmisión de mi PlayStation 4 PS4live Fortnite  live at  httpstcoe5B6glrc8J,2741155932,ArmaGameplays,1
16,2020-03-30 23:59:57,Treasury Secretary Mnuchin believes that 1200 dollars should be fine for people to live off for the next several months  He also believes his wife married him for his looks  httpstcoFbxwlzBGOR,553583715,MantasNick,1
17,2020-03-30 23:59:57,Check out my broadcast from my PlayStation 4 PS4live Call of Duty® Modern Warfare®  live at  httpstcoM5FzbL0iAD,1161085622175621120,ItsTheBigTy1,1
18,2020-03-30 23:59:57,With my computer gone I’ve had a lot of free time and I’m getting the feeling I haven’t had since high school or it could be sEaSoNaL dEpReSsIoN,1549317800,Sephrit,1
19,2020-03-30 23:59:57,“I know South Korea better than anybody” Donald J trwrong   says close to 40 million people live in a city of about 10 million people Seoul South Korea,491509563,Zombieionism,1
20,2020-03-30 23:59:57,FBI FBIChicago sophieswaney GovBillLee  this girl is getting into people hearts and harassing and will not stop in eads Tennessee feeling out stone county,1230448130610647040,MonsterEnergyP5,0
21,2020-03-30 23:59:57,We are now live for the night with a return to the skies Drinkin and playing Ace Combat 7 with some Tarkov later   CleanKreweGG    httpstcofzFTEKhG8a  httpstco2fDClW8HJk,940855386889949186,k0lax,1
22,2020-03-30 23:59:57,Live Matheus e Kauan aaaaaa  httpstcoQerks1tO0r,1187570577596399617,lauracomentou,1
23,2020-03-30 23:59:57,quiero que nos dé un live ,631769739,_yibopout,1
24,2020-03-30 23:59:56,TeesaMichele I wish it made me feel better Unfortunately it only leaves me feeling defeated You can’t fix stupid 💔  httpstcoTvGQvEvhsF,22923558,ThemDems,-1
25,2020-03-30 23:59:56,I’m not feeling blockberry at all with this bullcrap give my girls some freedom damn THEY FINALLY WON A MUSIC SHOW for gods sake   LOONASNSFREEDOM,761487004215439360,TylerOrbits,0
26,2020-03-30 23:59:56,eyelinerandrose Are you feeling better,33934622,NOLABelle83,1
27,2020-03-30 23:59:56,LIVE New to Tarkov learning how to raid   httpstcodoaNeFvlAG   twitch TwitchStreamer SmallStreamersConnect smallstreamer CallofDuty fortniteseason2 pubg CallofDutyModernWarfare callofdutyclips xbox twitchaffiliat RoadToAffiliate EscapeFromTarkov,545319573,No_Leverage,1
28,2020-03-30 23:59:56,1LaDiLB I looove coming out here Nobody ever here and be so quiet Good part about the country lol You live in a city,226941788,Deke_Dunn,1
29,2020-03-30 23:59:56,ふむふむ。「ウィンブルドン中止は決定」　ドイツ連盟副会長が明言―テニス：時事ドットコム  httpstcouUVUTBR1s0 via jijicom,9301332,live_gon,0
30,2020-03-30 23:59:56,eu na live de Matheus e Kauan esperando quarta cadeira,137052413,AnaBeatrizNS,1
31,2020-03-30 23:59:55,the teacher has zoom and conferences with the teacher everyday  Problem the parents dont cant teach the children  Most of them are to busy  Teaching them is so easy and rewarding you live your life teaching them because they are with you all the time watching everything,309190582,RobinMCouch,1
32,2020-03-30 23:59:55,Vim assistir live do Matheus e Kauan Mas cadê o Kauan,1028318118731546625,Yanzin7L,1
33,2020-03-30 23:59:54,Hj tem alguma live de sertanejo ,1405238048,athirson_rocha,1
34,2020-03-30 23:59:54,ThatEricAlper More Than A Feeling  Boston,25099322,nateslate,1
35,2020-03-30 23:59:54,a live do matheus e kauan só ta o kauan,995625469457453062,gabibarrosk,1
36,2020-03-30 23:59:54,Well be live with Stannis v Renly in half an hour,716774194986491904,PoorQuentyn,-1
37,2020-03-30 23:59:54,No c  TELEHIT LIVE BONDONI,1090477074874355719,gresscurles,1
38,2020-03-30 23:59:54,daniscoville I definitely sent the feeling wheel to the 8 we used to talk about,17504707,JosephPMathews,0
39,2020-03-30 23:59:54,NarynTRosen ImGreenGuru When was this What can we do to prevent these sorts of things I live in a snow leopard habitat,302205058,FaiysalAliKhan,1
40,2020-03-30 23:59:54,Shizzi remembering bangers he would have played for sarz during the Instagram live,1042454902407135234,zerobitchez,1
41,2020-03-30 23:59:54,CagedBirdsCafe because I live in a small nyc apartment and its hard to keep chaos under control,14478260,tomtomorrow,-1
42,2020-03-30 23:59:54,im just gonna stare at these pics respectfully while waiting for her next ig live,1170310136142999552,deestanz,1
43,2020-03-30 23:59:54,wbearkt liveinpeac Я буду бан шинхеком,1161934423820050433,sushkapushka,0
44,2020-03-30 23:59:53,chipzel The most is so hard to answer The first movie that came to my mind for evocative and beautiful though was Sunshine Beautiful scenes of spaceflight and really conjures that feeling of wonder at our solar system and universe Just ignore the thriller portion,303041154,Shiverwarp,1
45,2020-03-30 23:59:53,Theres now a 24hr channel that displays almost live stats on covid19 USA has just passed France in number of deaths and will likely pass China within 12hrs  Some statescities still dont have StayAtHome orders CoronaUpdates CoronavirusOutbreak   httpstcoHD3yLlBr3e,1559409518,salmirage,1
46,2020-03-30 23:59:53,naranjaricolor heres your word cloud  sponsored by Walloop  Live Wallpapers  httpstcoX9KNfYUf8q   httpstcomgoHiGOeJG,2896395513,wordnuvola,1
47,2020-03-30 23:59:53,Vamooooos   TELEHIT LIVE BONDONI,1216902240763551744,GressartClub,1
48,2020-03-30 23:59:53,meagantandy IG Live ❤,1002194636625113095,aWard18x,1
49,2020-03-30 23:59:53,Yamiche than go live there,2351720749,77Serenade,1
50,2020-03-30 23:59:53,Feeling rebellious Might step outside in a minute,898775496,GabbiiNicole,0
51,2020-03-30 23:59:53,Entertainment observation find myself laughing way less at Late Night shows without the laughter of the audience And when I do laugh it feels awkward like laughing at live standup when no one else did   FWIW  John Oliver is still killing it,486352931,kevinyien,-1
52,2020-03-30 23:59:53,Join us every Friday in April for virtual happy hour Were kicking things off this Friday April 3 at 3pm PST with official Blazers djogone wholl be spinning a set for us on Instagram Live Follow us on Instagram to join us on Friday to gethappy  httpstcoHUu7JbpmdS,310353873,BrianGrantOrg,1
